Time,Unix Time,CPU Utilization (%),RAM Utilization (MB)
2023-09-13 05:49:24,1694576964,0.1,125.141
2023-09-13 05:49:25,1694576965,0.7,127.141
2023-09-13 05:49:26,1694576966,0.0,127.75
2023-09-13 05:49:27,1694576967,0.4,132.891
2023-09-13 05:49:29,1694576969,5.9,133.703
2023-09-13 05:49:30,1694576970,3.9,134.312
2023-09-13 05:49:31,1694576971,1.7,134.797
2023-09-13 05:49:32,1694576972,0.6,135.375
2023-09-13 05:49:33,1694576973,0.6,136
2023-09-13 05:49:34,1694576974,0.4,136.625
2023-09-13 05:49:35,1694576975,3.6,140.297
2023-09-13 05:49:36,1694576976,0.6,141.062
2023-09-13 05:49:37,1694576977,0.9,141.797
2023-09-13 05:49:38,1694576978,0.0,142.391
2023-09-13 05:49:39,1694576979,5.6,143.656
2023-09-13 05:49:41,1694576981,5.2,144.328
2023-09-13 05:49:42,1694576982,4.3,145
2023-09-13 05:49:43,1694576983,9.4,147.828
2023-09-13 05:49:44,1694576984,3.7,148.547
2023-09-13 05:49:45,1694576985,0.3,149.156
2023-09-13 05:49:46,1694576986,0.3,149.734
2023-09-13 05:49:47,1694576987,0.1,150.359
2023-09-13 05:49:48,1694576988,0.1,150.969
2023-09-13 05:49:49,1694576989,0.3,151.625
2023-09-13 05:49:50,1694576990,0.3,152.281
2023-09-13 05:49:52,1694576992,0.5,156.391
2023-09-13 05:49:53,1694576993,3.3,157
2023-09-13 05:49:54,1694576994,10.4,157.703
2023-09-13 05:49:55,1694576995,1.2,158.297
2023-09-13 05:49:56,1694576996,9.8,158.938
2023-09-13 05:49:57,1694576997,3.2,159.594
2023-09-13 05:49:58,1694576998,0.7,160.234
2023-09-13 05:49:59,1694576999,1.3,160.812
2023-09-13 05:50:00,1694577000,0.8,161.406
2023-09-13 05:50:01,1694577001,0.2,162.016
2023-09-13 05:50:02,1694577002,0.7,162.703
2023-09-13 05:50:04,1694577004,1.5,163.391
2023-09-13 05:50:05,1694577005,2.0,164.562
2023-09-13 05:50:06,1694577006,6.5,165.172
2023-09-13 05:50:07,1694577007,1.4,165.766
2023-09-13 05:50:08,1694577008,0.6,166.344
2023-09-13 05:50:09,1694577009,0.3,166.922
2023-09-13 05:50:10,1694577010,0.3,167.516
2023-09-13 05:50:11,1694577011,0.1,168.094
2023-09-13 05:50:12,1694577012,0.1,168.719
2023-09-13 05:50:13,1694577013,0.8,169.641
2023-09-13 05:50:15,1694577015,0.0,170.234
2023-09-13 05:50:16,1694577016,0.0,170.891
2023-09-13 05:50:17,1694577017,4.0,172.094
2023-09-13 05:50:18,1694577018,1.7,172.672
2023-09-13 05:50:19,1694577019,1.4,173.25
2023-09-13 05:50:20,1694577020,1.6,173.922
2023-09-13 05:50:21,1694577021,0.8,174.516
2023-09-13 05:50:22,1694577022,0.3,175.109
2023-09-13 05:50:23,1694577023,0.6,175.766
2023-09-13 05:50:24,1694577024,0.2,176.391
2023-09-13 05:50:25,1694577025,0.5,176.984
2023-09-13 05:50:27,1694577027,0.0,177.578
2023-09-13 05:50:28,1694577028,0.0,178.172
2023-09-13 05:50:29,1694577029,2.1,179.328
2023-09-13 05:50:30,1694577030,0.8,179.953
2023-09-13 05:50:31,1694577031,1.1,180.531
2023-09-13 05:50:32,1694577032,0.6,181.109
2023-09-13 05:50:33,1694577033,0.3,181.719
2023-09-13 05:50:34,1694577034,1.8,182.359
2023-09-13 05:50:35,1694577035,0.6,182.922
2023-09-13 05:50:36,1694577036,0.1,183.547
2023-09-13 05:50:38,1694577038,0.4,184.125
2023-09-13 05:50:39,1694577039,0.0,184.719
2023-09-13 05:50:40,1694577040,0.0,185.328
2023-09-13 05:50:41,1694577041,0.4,186.516
2023-09-13 05:50:42,1694577042,12.2,187.141
2023-09-13 05:50:43,1694577043,3.5,187.766
2023-09-13 05:50:44,1694577044,9.5,188.5
2023-09-13 05:50:45,1694577045,2.6,189.344
2023-09-13 05:50:46,1694577046,0.4,189.906
2023-09-13 05:50:47,1694577047,0.3,190.516
2023-09-13 05:50:48,1694577048,1.6,191.125
2023-09-13 05:50:50,1694577050,0.1,191.688
2023-09-13 05:50:51,1694577051,1.6,204.109
2023-09-13 05:50:52,1694577052,0.4,204.203
2023-09-13 05:50:53,1694577053,1.1,204.391
2023-09-13 05:50:54,1694577054,1.9,204.484
2023-09-13 05:50:55,1694577055,0.7,204.719
2023-09-13 05:50:56,1694577056,0.7,204.875
2023-09-13 05:50:57,1694577057,0.5,205.016
2023-09-13 05:50:58,1694577058,0.3,205.125
2023-09-13 05:50:59,1694577059,0.2,205.219
2023-09-13 05:51:00,1694577060,0.1,205.344
2023-09-13 05:51:02,1694577062,0.9,205.469
2023-09-13 05:51:03,1694577063,0.0,205.562
2023-09-13 05:51:04,1694577064,1.0,206.047
2023-09-13 05:51:05,1694577065,0.0,206.406
2023-09-13 05:51:06,1694577066,2.0,206.75
2023-09-13 05:51:07,1694577067,8.0,207.094
2023-09-13 05:51:08,1694577068,2.1,207.328
2023-09-13 05:51:09,1694577069,3.3,207.609
2023-09-13 05:51:10,1694577070,0.7,207.781
2023-09-13 05:51:11,1694577071,0.2,208.219
2023-09-13 05:51:13,1694577073,0.3,208.469
2023-09-13 05:51:14,1694577074,0.2,208.719
2023-09-13 05:51:15,1694577075,0.2,208.844
2023-09-13 05:51:16,1694577076,0.0,208.969
2023-09-13 05:51:17,1694577077,4.2,209.703
2023-09-13 05:51:18,1694577078,4.7,210.062
2023-09-13 05:51:19,1694577079,0.7,210.234
2023-09-13 05:51:20,1694577080,1.9,210.484
2023-09-13 05:51:21,1694577081,1.7,210.766
