Time,Unix Time,CPU Utilization (%),RAM Utilization (MB)
2023-09-13 10:57:34,1694595454,5.7,397.844
2023-09-13 10:57:35,1694595455,10.3,398.047
2023-09-13 10:57:36,1694595456,8.0,398.266
2023-09-13 10:57:37,1694595457,3.3,398.547
2023-09-13 10:57:38,1694595458,4.2,398.75
2023-09-13 10:57:39,1694595459,3.1,398.938
2023-09-13 10:57:41,1694595461,9.4,399.25
2023-09-13 10:57:42,1694595462,8.1,403.531
2023-09-13 10:57:43,1694595463,3.7,403.719
2023-09-13 10:57:44,1694595464,4.7,404.016
2023-09-13 10:57:45,1694595465,5.8,404.203
2023-09-13 10:57:46,1694595466,10.5,404.391
2023-09-13 10:57:47,1694595467,9.8,404.578
2023-09-13 10:57:48,1694595468,6.3,404.781
2023-09-13 10:57:49,1694595469,7.4,405.016
2023-09-13 10:57:50,1694595470,2.8,405.297
2023-09-13 10:57:51,1694595471,4.0,405.516
2023-09-13 10:57:53,1694595473,4.1,405.781
2023-09-13 10:57:54,1694595474,12.2,406.016
2023-09-13 10:57:55,1694595475,6.3,406.203
2023-09-13 10:57:56,1694595476,5.1,406.391
2023-09-13 10:57:57,1694595477,4.9,406.672
2023-09-13 10:57:58,1694595478,2.9,406.859
2023-09-13 10:57:59,1694595479,3.8,407.062
2023-09-13 10:58:00,1694595480,7.2,407.266
2023-09-13 10:58:01,1694595481,5.5,407.484
2023-09-13 10:58:02,1694595482,5.6,407.672
2023-09-13 10:58:04,1694595484,5.1,411.875
2023-09-13 10:58:05,1694595485,5.4,412.062
2023-09-13 10:58:06,1694595486,8.8,412.266
2023-09-13 10:58:07,1694595487,8.4,412.516
2023-09-13 10:58:08,1694595488,3.9,412.703
2023-09-13 10:58:09,1694595489,5.4,413.062
2023-09-13 10:58:10,1694595490,5.3,413.25
2023-09-13 10:58:11,1694595491,3.0,413.453
2023-09-13 10:58:12,1694595492,6.7,413.641
2023-09-13 10:58:13,1694595493,5.7,413.828
2023-09-13 10:58:15,1694595495,5.7,414.031
2023-09-13 10:58:16,1694595496,4.9,414.359
2023-09-13 10:58:17,1694595497,11.5,414.547
2023-09-13 10:58:18,1694595498,10.4,414.75
2023-09-13 10:58:19,1694595499,4.0,414.938
2023-09-13 10:58:20,1694595500,6.3,415.234
2023-09-13 10:58:21,1694595501,3.8,415.422
2023-09-13 10:58:22,1694595502,4.8,415.703
2023-09-13 10:58:23,1694595503,21.0,417.234
2023-09-13 10:58:24,1694595504,10.1,417.422
2023-09-13 10:58:26,1694595506,6.0,417.609
2023-09-13 10:58:27,1694595507,2.9,417.797
2023-09-13 10:58:28,1694595508,2.6,417.984
2023-09-13 10:58:29,1694595509,3.3,418.297
2023-09-13 10:58:30,1694595510,4.0,418.5
2023-09-13 10:58:31,1694595511,3.4,418.688
2023-09-13 10:58:32,1694595512,5.9,418.875
2023-09-13 10:58:33,1694595513,5.3,419.062
2023-09-13 10:58:34,1694595514,5.1,419.25
2023-09-13 10:58:35,1694595515,2.5,419.594
2023-09-13 10:58:36,1694595516,3.2,419.781
2023-09-13 10:58:37,1694595517,4.8,419.984
2023-09-13 10:58:39,1694595519,2.8,420.188
2023-09-13 10:58:40,1694595520,6.0,420.375
2023-09-13 10:58:41,1694595521,6.9,421.609
2023-09-13 10:58:42,1694595522,3.3,421.953
2023-09-13 10:58:43,1694595523,11.3,422.141
2023-09-13 10:58:44,1694595524,12.8,425.812
2023-09-13 10:58:45,1694595525,3.0,426
2023-09-13 10:58:46,1694595526,7.0,426.188
2023-09-13 10:58:47,1694595527,6.1,426.375
2023-09-13 10:58:48,1694595528,5.5,426.656
2023-09-13 10:58:50,1694595530,4.6,426.859
2023-09-13 10:58:51,1694595531,5.3,427.062
2023-09-13 10:58:52,1694595532,6.4,427.266
2023-09-13 10:58:53,1694595533,8.2,427.484
2023-09-13 10:58:54,1694595534,3.7,427.672
2023-09-13 10:58:55,1694595535,5.6,427.984
2023-09-13 10:58:56,1694595536,10.0,428.188
2023-09-13 10:58:57,1694595537,9.2,428.469
2023-09-13 10:58:58,1694595538,9.0,428.672
