Time,Unix Time,CPU Utilization (%),RAM Utilization (%)
2023-09-13 16:04:19,1694621058,0,6.56
2023-09-13 16:04:20,1694621059,0,6.56
2023-09-13 16:04:21,1694621060,93.97,7.36
2023-09-13 16:04:22,1694621061,100,8.49
2023-09-13 16:04:23,1694621062,99.5,9.17
2023-09-13 16:04:24,1694621063,100,10.57
2023-09-13 16:04:25,1694621064,100,11.81
2023-09-13 16:04:26,1694621065,99.5,12.54
2023-09-13 16:04:27,1694621066,99,14.78
2023-09-13 16:04:29,1694621068,93.47,15.46
2023-09-13 16:04:30,1694621069,89.5,15.87
2023-09-13 16:04:31,1694621070,89.45,16.28
2023-09-13 16:04:32,1694621071,68.21,17.01
2023-09-13 16:04:33,1694621072,91.41,19.01
2023-09-13 16:04:34,1694621073,89,19.61
2023-09-13 16:04:35,1694621074,58.5,19.94
2023-09-13 16:04:36,1694621075,86.07,20.29
2023-09-13 16:04:37,1694621076,68.18,20.63
2023-09-13 16:04:38,1694621077,75.86,20.91
2023-09-13 16:04:39,1694621078,61.5,21.26
2023-09-13 16:04:40,1694621079,83.5,22.14
2023-09-13 16:04:41,1694621080,68.37,23.45
2023-09-13 16:04:42,1694621081,50.99,24.04
2023-09-13 16:04:43,1694621082,73.87,24.31
2023-09-13 16:04:44,1694621083,26.53,24.50
2023-09-13 16:04:45,1694621084,49.49,24.78
2023-09-13 16:04:46,1694621085,75.13,25.05
2023-09-13 16:04:47,1694621086,35.42,25.29
2023-09-13 16:04:48,1694621087,59.8,25.54
2023-09-13 16:04:49,1694621088,99.5,26.69
2023-09-13 16:04:50,1694621089,62.63,27.26
